hhld_num,pers_num,age,sex,driver_lic,tran_pass,emp_stat,occupation,free_park,stu_stat,no_work,n_pers_trip,n_tran_trip,waterzn_emp,waterzn_sch,expf,waterzn_emp
425248,2,13,M,N,N,O,O,O,S,O,2,0,0,121959,17.17,0
429581,3,23,M,Y,P,O,O,O,S,O,0,0,0,121090,24.1,0
429581,4,20,M,Y,P,O,O,O,S,O,2,0,0,121090,24.1,0
430424,3,13,M,N,N,O,O,O,S,O,2,0,0,121426,16.22,0
331242,5,16,F,N,N,O,O,O,S,O,2,0,0,121522,4.37,0
437804,3,12,F,N,N,O,O,O,S,O,2,0,0,120063,22.63,0
438409,1,86,M,Y,O,O,O,O,P,O,2,2,0,120025,12.45,0
443800,1,27,M,Y,O,O,O,O,S,O,2,0,0,121090,17.02,0
448161,3,12,F,N,N,O,O,O,S,O,4,0,0,121801,18.92,0
448780,1,31,F,Y,O,O,O,O,S,O,2,0,0,121090,16.13,0
497375,1,29,F,Y,N,O,O,O,P,O,4,0,0,120082,11.28,0
645405,2,18,M,Y,N,O,O,O,S,O,2,0,0,121882,10.09,0
645405,3,16,M,N,M,O,O,O,S,O,2,2,0,121882,10.09,0
316387,4,15,M,N,N,O,O,O,S,O,2,0,0,122123,46.18,0
236630,2,47,M,Y,N,O,O,O,P,O,0,0,0,120889,34.23,0
536673,1,26,M,Y,O,O,O,O,S,O,2,0,0,121090,20.66,0
180858,3,14,M,N,N,O,O,O,S,O,2,0,0,121493,33.8,0
657704,1,23,M,Y,N,O,O,O,S,O,2,0,0,120025,55.91,0
658117,3,22,F,Y,N,O,O,O,S,O,0,0,0,121090,29.39,0
658912,3,11,M,N,N,O,O,O,S,O,0,0,0,121975,31,0
659146,3,14,M,N,N,O,O,O,S,O,4,0,0,120115,25.03,0
659146,4,14,M,N,N,O,O,O,S,O,4,0,0,120115,25.03,0
660508,2,28,M,N,C,O,O,O,S,O,2,2,0,121090,20.66,0
662645,3,21,M,Y,O,O,O,O,S,O,5,0,0,121090,56.3,0
663243,1,21,M,Y,O,O,O,O,S,O,6,0,0,121090,31.21,0
665378,4,11,F,N,N,O,O,O,S,O,2,0,0,121771,21.23,0
677561,1,25,F,Y,O,O,O,O,S,O,2,2,0,121090,25.5,0
690108,2,21,F,Y,O,O,O,O,S,O,2,0,0,121090,40.49,0
692060,4,18,M,Y,N,O,O,O,S,O,4,0,0,122123,56.05,0
705462,4,12,M,N,N,O,O,O,S,O,4,0,0,121417,22.19,0
714789,1,30,M,Y,O,O,O,O,S,O,2,1,0,121090,18,0
715356,3,34,M,Y,O,O,O,O,S,O,2,2,0,121007,23.96,0
721441,1,22,M,Y,N,O,O,O,S,O,2,0,0,120082,32.19,0
738876,6,14,M,N,N,O,O,O,S,O,2,0,0,122015,53.38,0
239796,3,15,F,N,N,O,O,O,S,O,2,0,0,121394,23,0
521196,1,20,F,Y,N,O,O,O,S,O,3,0,0,120082,40.21,0
240339,5,11,F,N,N,O,O,O,S,O,3,0,0,120039,25.62,0
294379,3,13,F,N,N,O,O,O,S,O,2,0,0,122110,22.52,0
303462,4,12,M,N,N,O,O,O,S,O,2,0,0,122125,31.36,0
304099,3,15,M,N,N,O,O,O,S,O,5,0,0,121493,47.22,0
304103,3,13,M,N,N,O,O,O,S,O,2,0,0,122136,46.15,0
4469404,2,21,F,Y,M,O,O,O,S,O,2,0,0,121090,28.54,0
318663,3,11,M,N,N,O,O,O,S,O,5,0,0,121147,18.23,0
328542,2,11,M,N,N,O,O,O,S,O,2,0,0,122038,15.92,0
326246,4,20,F,Y,N,O,O,O,S,O,0,0,0,120082,12.54,0
139409,4,13,F,N,N,O,O,O,S,O,4,2,0,120007,25.22,0
202140,5,13,M,N,N,O,O,O,S,O,2,0,0,120403,63.76,0
203310,3,14,M,N,N,O,O,O,S,O,2,0,0,121485,53.96,0
203310,4,13,M,N,N,O,O,O,S,O,2,0,0,120140,53.96,0
203394,3,13,F,N,N,O,O,O,S,O,2,0,0,122134,18.45,0
228950,4,15,M,N,N,O,O,O,S,O,2,0,0,121882,17.97,0
228950,5,12,M,N,N,O,O,O,S,O,6,0,0,120019,17.97,0
548620,2,54,F,Y,N,O,O,O,S,O,2,0,0,120082,11.9,0
177462,4,15,M,N,N,O,O,O,S,O,2,0,0,121882,17.57,0
560498,3,15,M,N,N,O,O,O,S,O,2,0,0,121179,16.44,0
186906,1,20,M,Y,C,O,O,O,S,O,2,0,0,121090,31.21,0
201131,2,14,F,N,N,O,O,O,S,O,4,0,0,121493,97.67,0
202175,3,14,M,N,N,O,O,O,S,O,3,0,0,120403,35.97,0
506239,3,20,F,Y,N,O,O,O,S,O,4,0,0,121090,15.75,0
240016,2,16,M,N,N,O,O,O,S,O,4,0,0,122085,40.48,0
240016,3,12,M,N,N,O,O,O,S,O,2,0,0,121436,40.48,0
276597,3,12,F,N,N,O,O,O,S,O,4,0,0,121170,30.44,0
296687,5,11,F,N,N,O,O,O,S,O,2,0,0,122076,36.13,0
298513,3,14,M,N,N,O,O,O,S,O,2,0,0,120115,56.48,0
333801,4,13,F,N,N,O,O,O,S,O,6,0,0,120352,18.89,0
218152,3,13,M,N,N,O,O,O,S,O,2,0,0,122041,23.8,0
388025,3,16,F,N,N,O,O,O,S,O,3,0,0,121043,44.45,0
391824,1,36,F,Y,N,O,O,O,P,O,4,0,0,120082,15.91,0
391824,2,13,F,N,N,O,O,O,S,O,2,0,0,122085,15.91,0
543546,1,27,F,Y,O,O,O,O,S,O,2,0,0,120082,45.02,0
585793,4,14,F,N,N,O,O,O,S,O,2,0,0,121433,65.08,0
552817,5,20,M,Y,O,O,O,O,S,O,2,0,0,121090,17.04,0
465758,4,11,F,N,N,O,O,O,S,O,2,0,0,121169,11.3,0
574552,3,11,F,N,N,O,O,O,S,O,3,0,0,122041,113.51,0
643063,3,11,F,N,N,O,O,O,S,O,2,0,0,120497,19.43,0
127730,1,19,M,Y,N,O,O,O,S,O,4,0,0,120025,8.24,0
153199,3,17,F,Y,N,O,O,O,S,O,2,0,0,121959,71.57,0
172912,3,13,M,N,N,O,O,O,S,O,2,0,0,121436,21.99,0
587220,3,16,F,Y,N,O,O,O,S,O,2,0,0,121166,4.58,0
464827,3,18,F,N,O,O,O,O,S,O,0,0,0,121090,13.45,0
471554,2,17,F,N,N,O,O,O,S,O,5,0,0,120115,44.37,0
610451,3,21,F,Y,O,O,O,O,S,O,0,0,0,120082,44.09,0
4430245,1,23,F,Y,P,O,O,O,S,O,0,0,0,121090,20.88,0
4466268,2,15,M,N,N,O,O,O,S,O,5,0,0,120115,12.91,0
227430,4,18,M,N,N,O,O,O,S,O,2,0,0,121179,34.2,0
4459636,4,16,F,N,N,O,O,O,S,O,4,0,0,121166,32.01,0
525115,4,19,F,N,O,O,O,O,S,O,2,2,0,120082,25.53,0
206480,1,43,F,Y,N,O,O,O,P,O,4,0,0,120082,33.1,0
206480,4,17,M,N,N,O,O,O,S,O,4,0,0,121675,33.1,0
230422,3,17,M,Y,N,O,O,O,S,O,4,0,0,121950,20.01,0
230422,4,14,F,N,N,O,O,O,S,O,2,0,0,121950,20.01,0
783870,3,14,F,N,N,O,O,O,S,O,2,0,0,121526,34.27,0
285185,3,14,F,N,O,O,O,O,S,O,2,1,0,121882,30.52,0
294766,4,14,F,N,N,O,O,O,S,O,2,0,0,121166,12.04,0
295263,2,12,F,N,N,O,O,O,S,O,6,0,0,121300,69.36,0
326317,4,13,M,N,N,O,O,O,S,O,2,0,0,120669,4.81,0
327108,2,52,F,Y,N,O,O,O,S,O,4,0,0,121923,9.5,0
279801,2,12,M,N,N,O,O,O,S,O,2,0,0,121413,18.29,0
290010,3,15,M,N,N,O,O,O,S,O,2,0,0,120115,26.91,0
145336,3,14,F,N,N,O,O,O,S,O,2,0,0,121493,25.55,0
318982,3,20,M,Y,N,O,O,O,S,O,3,0,0,120082,33.79,0
163256,3,11,F,N,N,O,O,O,S,O,0,0,0,122067,27.03,0
452578,5,20,M,9,O,O,O,O,S,O,2,0,0,120025,23.34,0
293541,2,28,F,N,O,O,O,O,S,O,0,0,0,120082,22.82,0
232251,3,14,M,N,N,O,O,O,S,O,2,0,0,120064,5.97,0
311750,4,20,M,Y,O,O,O,O,S,O,2,2,0,120017,24.94,0
315075,3,12,F,N,N,O,O,O,S,O,4,0,0,122125,36.52,0
322060,3,11,M,N,N,O,O,O,S,O,2,0,0,121635,25.07,0
609103,1,50,F,Y,N,O,O,O,S,O,2,0,0,120082,8.22,0
690108,3,21,M,Y,O,O,O,O,S,O,2,0,0,121090,40.49,0
793704,4,21,M,Y,N,O,O,O,S,O,3,0,0,120889,25.19,0
5503633,5,14,M,N,N,O,O,O,S,O,2,0,0,121635,19.28,0
873791,3,24,F,Y,N,O,O,O,S,O,2,0,0,120082,39.04,0
875834,4,11,M,N,N,O,O,O,S,O,2,0,0,120068,31.34,0
945222,4,19,M,N,O,O,O,O,S,O,2,2,0,120082,29.62,0
848044,4,15,F,N,N,O,O,O,S,O,2,1,0,120064,16.81,0
905876,4,14,M,N,N,O,O,O,S,O,2,0,0,121390,43.54,0
910698,2,13,F,N,N,O,O,O,S,O,4,0,0,121596,6.62,0
919739,3,13,F,N,N,O,O,O,S,O,2,0,0,120140,14.94,0
923409,3,17,F,Y,N,O,O,O,S,O,2,0,0,120115,19.36,0
929907,4,13,F,N,N,O,O,O,S,O,2,0,0,121482,25.71,0
943590,4,16,F,N,O,O,O,O,S,O,2,2,0,120346,24.08,0
970329,4,13,F,N,N,O,O,O,S,O,4,0,0,121544,18.65,0
4423607,4,20,M,Y,O,O,O,O,S,O,2,2,0,121090,34.04,0
594874,3,22,F,Y,O,O,O,O,S,O,0,0,0,121090,32.8,0
4432483,3,18,F,Y,N,O,O,O,S,O,2,0,0,120137,23.46,0
358603,3,11,F,N,N,O,O,O,S,O,2,0,0,122041,14.77,0
976466,4,15,F,N,N,O,O,O,S,O,2,0,0,121043,18.36,0
795390,3,19,F,Y,O,O,O,O,S,O,2,0,0,121090,40.17,0
620088,5,12,M,N,N,O,O,O,S,O,2,0,0,120037,18.85,0
622301,3,14,F,N,N,O,O,O,S,O,2,0,0,120115,42.11,0
798791,1,20,M,Y,O,O,O,O,S,O,2,2,0,120017,21.98,0
798791,2,24,M,N,O,O,O,O,S,O,2,2,0,120017,21.98,0
628765,1,30,M,Y,N,O,O,O,S,O,4,0,0,121090,26.1,0
628765,2,30,F,Y,N,O,O,O,S,O,4,0,0,121090,26.1,0
632770,3,19,F,Y,O,O,O,O,S,O,4,1,0,120082,16.22,0
4479702,3,12,M,N,N,O,O,O,S,O,2,0,0,120063,9.33,0
456839,1,22,M,Y,O,O,O,O,S,O,4,0,0,120025,54.11,0
164095,4,12,F,N,N,O,O,O,S,O,6,0,0,121300,29.88,0
640298,2,24,F,Y,O,O,O,O,S,O,2,0,0,120945,64.64,0
644409,2,22,M,Y,O,O,O,O,S,O,2,2,0,121090,28.39,0
646739,2,13,F,N,N,O,O,O,S,O,2,0,0,122125,11.97,0
651919,3,15,F,N,N,O,O,O,S,O,4,0,0,120403,57.32,0
681845,3,17,F,Y,O,O,O,O,S,O,2,1,0,121882,31.53,0
5507833,3,12,M,N,N,O,O,O,S,O,4,0,0,120689,11.04,0
595530,5,12,M,N,N,O,O,O,S,O,4,0,0,121213,23.15,0
215801,3,20,M,N,C,O,O,O,S,O,4,4,0,120025,20.65,0
315329,4,24,M,Y,O,O,O,O,S,O,2,0,0,121090,19.13,0
315600,4,13,F,N,N,O,O,O,S,O,3,0,0,121043,46.84,0
316185,3,18,F,Y,N,O,O,O,S,O,2,0,0,121090,36.45,0
316185,4,16,M,N,N,O,O,O,S,O,2,0,0,122085,36.45,0
317019,3,12,F,N,N,O,O,O,S,O,4,0,0,121147,52.92,0
317019,4,11,M,N,N,O,O,O,S,O,2,0,0,121147,52.92,0
997448,2,18,F,Y,O,O,O,O,S,O,2,0,0,120025,13.45,0
317361,3,16,F,N,O,O,O,O,S,O,2,0,0,120064,51.59,0
317361,4,14,M,N,O,O,O,O,S,O,2,0,0,120064,51.59,0
318491,3,16,F,N,N,O,O,O,S,O,2,0,0,121410,17.55,0
319853,4,13,F,N,N,O,O,O,S,O,3,0,0,122139,30.4,0
320572,3,17,F,Y,N,O,O,O,S,O,2,0,0,121043,14.89,0
321250,4,11,M,N,N,O,O,O,S,O,2,0,0,121397,50.3,0
321966,4,16,F,N,M,O,O,O,S,O,2,0,0,121493,16.53,0
322000,3,16,M,Y,N,O,O,O,S,O,2,0,0,121635,19.01,0
322000,4,12,F,N,N,O,O,O,S,O,2,0,0,121544,19.01,0
322001,3,15,M,N,N,O,O,O,S,O,2,0,0,121410,28.35,0
322072,4,15,F,N,N,O,O,O,S,O,2,0,0,121411,89.4,0
296528,4,14,M,N,N,O,O,O,S,O,2,0,0,121635,24.87,0
306962,3,16,F,N,N,O,O,O,S,O,2,1,0,121882,12.73,0
227807,1,12,M,N,N,O,O,O,S,O,2,0,0,121957,19.23,0
490609,3,19,F,Y,N,O,O,O,S,O,4,0,0,120025,23.52,0
331242,6,14,M,N,N,O,O,O,S,O,2,0,0,121522,4.37,0
331242,7,13,M,N,N,O,O,O,S,O,2,0,0,121522,4.37,0
213235,3,23,F,Y,N,O,O,O,S,O,0,0,0,120396,30.09,0
334314,3,18,M,N,O,O,O,O,S,O,4,2,0,122015,55.25,0
215531,3,16,F,N,O,O,O,O,S,O,2,2,0,121166,10.02,0
216393,3,13,M,N,N,O,O,O,S,O,2,0,0,121482,19.89,0
216393,4,11,M,N,N,O,O,O,S,O,2,0,0,121482,19.89,0
337452,3,14,M,N,N,O,O,O,S,O,2,0,0,121522,81.79,0
337660,3,11,F,N,N,O,O,O,S,O,2,0,0,121454,28.96,0
338878,3,21,M,Y,N,O,O,O,S,O,2,0,0,120889,70.15,0
338878,4,15,M,N,N,O,O,O,S,O,3,0,0,121959,70.15,0
340373,3,18,M,Y,N,O,O,O,S,O,0,0,0,121179,14.86,0
341893,3,19,F,N,O,O,O,O,S,O,2,2,0,120017,40.58,0
343184,4,14,F,N,N,O,O,O,S,O,2,0,0,121882,19.97,0
344928,4,14,M,N,N,O,O,O,S,O,3,0,0,121166,18.03,0
346765,2,20,M,Y,N,O,O,O,S,O,2,0,0,120082,44.25,0
348246,4,12,F,N,N,O,O,O,S,O,3,0,0,120140,16.75,0
350488,3,14,F,N,N,O,O,O,S,O,4,0,0,121675,31.51,0
350522,4,14,F,N,O,O,O,O,S,O,4,0,0,121166,23.63,0
220678,2,12,M,N,N,O,O,O,S,O,4,0,0,121211,39.1,0
354939,4,12,M,N,N,O,O,O,S,O,2,0,0,121300,16.59,0
355573,3,15,F,N,N,O,O,O,S,O,2,0,0,121959,20.46,0
355573,4,13,M,N,N,O,O,O,S,O,4,0,0,121957,20.46,0
355947,4,13,M,N,N,O,O,O,S,O,2,0,0,121785,49.25,0
355981,3,15,M,N,N,O,O,O,S,O,3,0,0,121166,30.3,0
355981,4,12,F,N,N,O,O,O,S,O,5,0,0,120063,30.3,0
355982,4,11,F,N,N,O,O,O,S,O,2,0,0,120068,32.84,0
356867,4,13,M,N,N,O,O,O,S,O,2,0,0,122041,43.5,0
357153,3,14,F,N,N,O,O,O,S,O,2,0,0,120836,38.35,0
357222,3,14,M,N,N,O,O,O,S,O,2,0,0,121635,30.1,0
359101,3,21,M,Y,O,O,O,O,S,O,0,0,0,120025,33.45,0
314050,2,12,F,N,N,O,O,O,S,O,2,0,0,121417,25.95,0
360424,3,17,F,N,P,O,O,O,S,O,2,2,0,121433,56.88,0
222060,5,13,M,N,N,O,O,O,S,O,2,0,0,122041,20.9,0
361153,3,14,M,N,N,O,O,O,S,O,2,0,0,121493,22.76,0
361153,4,14,F,N,N,O,O,O,S,O,2,0,0,121493,22.76,0
361211,4,16,M,N,N,O,O,O,S,O,4,2,0,120346,21.58,0
364038,3,18,M,N,N,O,O,O,S,O,2,0,0,120082,18.92,0
217946,3,13,F,N,N,O,O,O,S,O,3,0,0,122015,13.11,0
366931,3,14,M,N,N,O,O,O,S,O,2,0,0,121179,17.07,0
368068,4,12,M,N,N,O,O,O,S,O,0,0,0,121004,32.6,0
369660,3,11,M,N,N,O,O,O,S,O,4,0,0,121496,30.8,0
491258,2,12,F,N,N,O,O,O,S,O,4,0,0,121902,19.41,0
224159,3,17,M,N,N,O,O,O,S,O,2,0,0,120040,12.86,0
224159,4,12,M,N,N,O,O,O,S,O,0,0,0,121773,12.86,0
321250,3,14,M,N,N,O,O,O,S,O,2,0,0,121167,50.3,0
102248,3,23,M,Y,O,O,O,O,S,O,4,0,0,121090,15.35,0
106440,3,17,F,Y,N,O,O,O,S,O,2,0,0,121179,12.53,0
113727,3,15,F,N,O,O,O,O,S,O,3,0,0,120064,40,0
128230,3,11,M,N,N,O,O,O,S,O,0,0,0,122070,27.48,0
141744,2,16,F,N,N,O,O,O,S,O,0,0,0,120064,26.54,0
152435,3,17,M,Y,N,O,O,O,S,O,3,0,0,121950,20.6,0
162942,3,17,F,N,N,O,O,O,S,O,2,0,0,122085,68.24,0
162942,4,14,M,N,N,O,O,O,S,O,2,0,0,122085,68.24,0
184213,3,25,M,N,N,O,O,O,P,O,0,0,0,121687,6.42,0
185712,4,11,M,N,N,O,O,O,S,O,2,0,0,121426,29.75,0
191905,3,12,F,N,N,O,O,O,S,O,2,2,0,122000,19.84,0
197161,3,18,M,N,N,O,O,O,S,O,0,0,0,120115,27.89,0
200574,3,13,M,N,N,O,O,O,S,O,2,0,0,121436,20.57,0
200601,5,11,M,N,N,O,O,O,S,O,0,0,0,120126,47.53,0
201213,4,14,F,N,N,O,O,O,S,O,4,0,0,121411,26.32,0
202633,4,14,F,N,N,O,O,O,S,O,2,0,0,121882,22.22,0
203380,3,14,F,N,N,O,O,O,S,O,2,0,0,121635,3.71,0
203380,4,11,M,N,N,O,O,O,S,O,2,0,0,120783,3.71,0
203551,2,12,M,N,N,O,O,O,S,O,5,0,0,121596,13.04,0
209252,3,11,F,N,N,O,O,O,S,O,2,0,0,122059,130.61,0
211691,3,15,M,N,N,O,O,O,S,O,2,0,0,121257,42.82,0
211847,3,12,M,N,N,O,O,O,S,O,2,0,0,121147,26.92,0
216900,3,15,F,N,N,O,O,O,S,O,4,2,0,122015,18.46,0
224379,3,13,F,N,N,O,O,O,S,O,6,0,0,120058,41.89,0
224489,3,17,M,N,N,O,O,O,S,O,2,0,0,121394,22.39,0
224489,4,15,M,N,N,O,O,O,S,O,2,0,0,121394,22.39,0
378381,2,19,F,Y,N,O,O,O,S,O,2,0,0,120082,8.63,0
232398,4,16,M,N,N,O,O,O,S,O,2,0,0,121257,45.02,0
233159,5,12,M,N,N,O,O,O,S,O,2,0,0,122137,49.77,0
235257,3,17,M,Y,N,O,O,O,S,O,2,0,0,122015,12.73,0
235257,4,13,M,N,N,O,O,O,S,O,2,0,0,122001,12.73,0
236266,4,17,F,N,N,O,O,O,S,O,0,0,0,121390,28.01,0
236385,3,15,F,N,N,O,O,O,S,O,2,0,0,120040,21.21,0
236630,5,11,M,N,N,O,O,O,S,O,2,0,0,121360,34.23,0
237718,3,25,F,Y,N,O,O,O,S,O,5,0,0,120082,21.01,0
238630,1,20,F,Y,M,O,O,O,S,O,1,1,0,120017,28.67,0
240264,3,11,M,N,N,O,O,O,S,O,2,0,0,120273,25.13,0
249152,2,17,M,Y,N,O,O,O,S,O,2,0,0,121675,19.73,0
254149,4,19,F,Y,O,O,O,O,S,O,2,2,0,120017,30.37,0
255808,3,14,M,N,N,O,O,O,S,O,2,0,0,121522,29.58,0
260391,1,19,M,N,O,O,O,O,S,O,0,0,0,120017,10.18,0
275500,3,13,M,N,N,O,O,O,S,O,2,0,0,120597,29.32,0
275893,3,14,F,N,N,O,O,O,S,O,2,0,0,122134,23.52,0
278017,3,14,M,N,N,O,O,O,S,O,4,0,0,121882,30.55,0
375874,1,23,M,Y,O,O,O,O,S,O,3,0,0,121882,7.63,0
376559,3,14,M,N,N,O,O,O,S,O,2,0,0,121493,16.77,0
566455,1,41,M,Y,N,O,O,O,S,O,3,0,0,120082,10.95,0
379714,3,12,M,N,N,O,O,O,S,O,4,0,0,120821,20.25,0
231284,2,15,M,N,N,O,O,O,S,O,2,0,0,121522,6.33,0
381143,4,12,F,N,N,O,O,O,S,O,3,0,0,120394,15.88,0
906338,3,31,M,N,N,O,O,O,P,O,0,0,0,120082,27.55,0
232280,4,12,M,N,N,O,O,O,S,O,4,0,0,120140,19.24,0
388025,4,14,M,N,N,O,O,O,S,O,3,0,0,121043,44.45,0
392926,4,11,F,N,N,O,O,O,S,O,2,0,0,121575,14.51,0
398785,4,11,F,N,N,O,O,O,S,O,2,0,0,121426,20.41,0
412662,4,18,M,N,O,O,O,O,S,O,0,0,0,122015,22.33,0
417478,3,11,M,N,N,O,O,O,S,O,2,0,0,120007,17.84,0
417510,3,14,M,N,O,O,O,O,S,O,2,0,0,121882,52.1,0
418533,1,30,M,Y,N,O,O,O,S,O,2,0,0,120889,20.3,0
234148,3,11,F,N,N,O,O,O,S,O,2,0,0,122097,32.12,0
433657,3,17,F,Y,O,O,O,O,S,O,2,1,0,120082,22.9,0
434769,4,19,M,Y,N,O,O,O,S,O,0,0,0,121156,33.21,0
235135,3,14,F,N,N,O,O,O,S,O,4,0,0,122015,20.07,0
442760,2,49,F,Y,N,O,O,O,S,O,2,0,0,121267,11.24,0
443736,3,15,M,N,N,O,O,O,S,O,2,0,0,121166,18.18,0
664894,2,52,F,N,O,O,O,O,S,O,2,1,0,121156,33.08,0
666107,1,25,F,Y,O,O,O,O,S,O,4,2,0,121090,52.95,0
676708,2,17,M,Y,N,O,O,O,S,O,2,0,0,121675,15.85,0
394935,4,13,M,N,N,O,O,O,S,O,2,0,0,121785,35.63,0
681651,1,30,M,Y,O,O,O,O,S,O,3,3,0,121090,18,0
682144,5,19,F,N,N,O,O,O,S,O,4,0,0,122134,32.13,0
690033,3,21,F,Y,O,O,O,O,S,O,2,2,0,121090,21.5,0
696088,3,18,F,N,N,O,O,O,S,O,2,0,0,121981,36.27,0
696088,4,15,M,N,N,O,O,O,S,O,4,0,0,120829,36.27,0
696760,5,16,M,9,9,O,O,O,S,O,2,0,0,121090,11.57,0
703123,1,64,F,Y,O,O,O,O,S,O,2,0,0,121079,32.89,0
709039,1,21,F,Y,O,O,O,O,S,O,2,0,0,121090,30.87,0
709039,2,19,M,Y,O,O,O,O,S,O,2,0,0,121090,30.87,0
710165,1,21,F,Y,N,O,O,O,S,O,9,0,0,120082,118.96,0
713228,3,12,M,N,N,O,O,O,S,O,2,0,0,120007,29.77,0
238776,3,11,F,N,N,O,O,O,S,O,2,0,0,121611,6.51,0
714122,1,20,F,Y,N,O,O,O,S,O,6,0,0,121156,19.66,0
714122,2,20,F,Y,N,O,O,O,S,O,2,0,0,121156,19.66,0
724416,1,28,M,Y,N,O,O,O,S,O,3,0,0,120027,22.82,0
163496,4,14,F,N,N,O,O,O,S,O,4,0,0,121882,14.01,0
726338,1,27,M,Y,P,O,O,O,S,O,2,2,0,121090,17.4,0
239443,3,15,F,N,N,O,O,O,S,O,5,0,0,120346,19.63,0
733691,2,14,M,N,N,O,O,O,S,O,2,0,0,121493,4.81,0
738461,3,12,M,N,N,O,O,O,S,O,2,0,0,121526,29.58,0
738876,3,14,M,N,N,O,O,O,S,O,2,0,0,122134,53.38,0
738876,4,13,F,N,N,O,O,O,S,O,2,0,0,122136,53.38,0
740503,1,21,F,N,O,O,O,O,S,O,3,2,0,121090,33.47,0
398376,4,13,F,N,N,O,O,O,S,O,2,0,0,122038,19.29,0
398376,5,13,M,N,N,O,O,O,S,O,4,0,0,122038,19.29,0
402296,3,11,F,N,N,O,O,O,S,O,2,0,0,122136,17.29,0
514693,4,20,M,Y,O,O,O,O,S,O,3,2,0,121090,8.57,0
518513,3,14,F,N,N,O,O,O,S,O,2,0,0,120346,12.52,0
518513,4,14,F,N,N,O,O,O,S,O,3,0,0,120346,12.52,0
523662,2,42,F,Y,O,O,O,O,S,O,2,2,0,120082,70.12,0
523662,3,14,F,N,N,O,O,O,S,O,2,0,0,121493,70.12,0
524821,1,34,M,Y,O,O,O,O,S,O,2,2,0,120082,21.2,0
524956,2,17,M,Y,N,O,O,O,S,O,0,0,0,121136,16.76,0
524956,3,16,F,N,N,O,O,O,S,O,0,0,0,120064,16.76,0
529859,3,12,F,N,N,O,O,O,S,O,2,0,0,121957,39.95,0
534711,2,14,M,N,N,O,O,O,S,O,2,0,0,122123,16.79,0
535615,2,42,M,N,O,O,O,O,S,O,2,2,0,120082,18.45,0
535704,2,15,M,N,N,O,O,O,S,O,2,0,0,120346,23.12,0
535704,3,12,M,N,N,O,O,O,S,O,2,0,0,122045,23.12,0
218087,3,15,F,N,N,O,O,O,S,O,2,0,0,120064,7.31,0
218087,4,13,M,N,N,O,O,O,S,O,2,0,0,120063,7.31,0
311723,3,18,F,N,N,O,O,O,S,O,2,0,0,122085,22.33,0
311723,4,11,M,N,N,O,O,O,S,O,2,0,0,121426,22.33,0
279955,3,11,F,N,N,O,O,O,S,O,2,0,0,121360,31.27,0
280886,3,13,F,N,N,O,O,O,S,O,2,0,0,121785,24.74,0
281080,4,15,M,N,N,O,O,O,S,O,2,0,0,121179,14.71,0
281162,3,13,F,N,N,O,O,O,S,O,2,0,0,121801,29.93,0
281162,4,11,F,N,N,O,O,O,S,O,3,0,0,121801,29.93,0
281972,3,16,F,9,N,O,O,O,S,O,2,0,0,121410,18.43,0
281973,4,14,F,N,N,O,O,O,S,O,2,0,0,121485,14.42,0
288070,3,18,M,Y,N,O,O,O,S,O,0,0,0,120082,22.94,0
288082,2,14,F,N,N,O,O,O,S,O,2,0,0,121675,25.77,0
288082,3,11,F,N,N,O,O,O,S,O,2,0,0,121611,25.77,0
289526,3,13,F,N,N,O,O,O,S,O,2,0,0,121426,25.32,0
294601,3,15,F,N,N,O,O,O,S,O,2,0,0,121635,11.05,0
294604,3,22,F,Y,O,O,O,O,S,O,2,2,0,120082,32.21,0
300542,2,43,F,Y,N,O,O,O,S,O,4,0,0,121156,27.61,0
300542,3,13,F,N,N,O,O,O,S,O,2,0,0,121952,27.61,0
295424,3,17,F,N,N,O,O,O,S,O,2,0,0,120346,45.97,0
295424,4,14,M,N,N,O,O,O,S,O,2,0,0,120346,45.97,0
295424,5,11,F,N,N,O,O,O,S,O,2,0,0,121023,45.97,0
301036,4,20,F,Y,O,O,O,O,S,O,2,0,0,121090,64.57,0
303363,2,15,F,N,N,O,O,O,S,O,2,0,0,120346,7.56,0
303363,3,12,F,N,N,O,O,O,S,O,2,0,0,121801,7.56,0
302066,4,17,M,N,O,O,O,O,S,O,2,2,0,120040,22.12,0
302567,4,15,F,N,N,O,O,O,S,O,4,1,0,121179,39.01,0
303408,3,12,M,N,N,O,O,O,S,O,4,0,0,120394,17.14,0
326885,3,12,F,N,N,O,O,O,S,O,2,0,0,122041,41.42,0
328926,2,22,M,Y,O,O,O,O,S,O,2,0,0,120025,29.49,0
150712,3,17,M,Y,N,O,O,O,S,O,8,0,0,122015,42.2,0
191112,2,17,M,N,N,O,O,O,S,O,2,0,0,121410,18.3,0
204971,3,56,M,N,N,O,O,O,S,O,4,0,0,120895,30.69,0
224846,3,11,M,N,N,O,O,O,S,O,4,0,0,121497,24.62,0
225127,3,14,M,N,N,O,O,O,S,O,2,0,0,121522,4.85,0
233662,5,15,M,N,N,O,O,O,S,O,2,0,0,121493,25.43,0
278166,5,15,M,N,N,O,O,O,S,O,2,0,0,121635,28.37,0
284792,3,20,F,Y,N,9,O,O,S,O,2,0,0,120082,27.6,0
286637,4,12,F,N,N,O,O,O,S,O,2,0,0,121213,20.43,0
307801,2,30,M,Y,N,O,O,O,S,O,2,0,0,121090,14.66,0
